-0.239,-0.153,-0.491,0.031,-0.033,-0.000,-0.023,0.204,-0.751,-0.053,-0.030,0.001,0.000,21.864,10.804,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
-0.239,-0.154,-0.347,0.030,-0.025,-0.003,0.001,0.220,-0.494,-0.051,-0.020,-0.003,0.000,22.244,10.804,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
-0.168,-0.195,-0.531,0.027,-0.028,-0.003,-0.020,0.205,-0.607,-0.056,-0.024,-0.001,0.000,21.766,13.121,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
-0.214,-0.191,-0.601,0.031,-0.046,-0.000,-0.066,0.237,-0.685,-0.057,-0.037,0.001,0.000,21.861,12.612,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
-0.287,-0.127,-0.566,0.029,-0.026,-0.001,-0.074,0.232,-0.633,-0.046,-0.020,0.000,0.000,21.779,11.593,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
-0.214,-0.167,-0.490,0.025,-0.035,-0.001,-0.021,0.205,-0.680,-0.056,-0.031,0.001,0.000,21.867,10.804,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
-0.239,-0.155,-0.350,0.026,-0.023,-0.005,-0.003,0.245,-0.598,-0.048,-0.015,-0.001,0.000,21.812,10.804,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
-0.216,-0.166,-0.572,0.034,-0.031,-0.004,-0.045,0.278,-0.681,-0.054,-0.024,-0.002,0.000,21.396,10.804,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
-0.310,-0.220,-0.494,0.032,-0.034,-0.002,-0.042,0.278,-0.835,-0.061,-0.035,0.000,0.000,21.753,10.804,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
-0.326,-0.097,-0.298,0.009,-0.047,-0.002,-0.038,0.203,-0.282,-0.021,-0.012,-0.001,0.000,21.474,13.121,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
-0.120,-0.174,-0.486,0.013,-0.012,-0.001,0.036,0.100,-0.581,-0.031,-0.014,0.001,0.000,21.662,12.952,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
-0.234,-0.099,-0.332,0.010,-0.038,0.001,0.016,0.096,-0.405,-0.028,-0.037,-0.000,0.000,21.688,11.933,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
-0.212,-0.030,-0.302,0.020,-0.035,-0.000,-0.074,0.183,-0.338,-0.035,-0.037,-0.000,0.000,22.049,13.801,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
-0.168,-0.088,-0.523,0.023,-0.024,0.001,0.022,0.174,-0.561,-0.048,-0.021,-0.000,0.000,23.607,13.121,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
-0.170,-0.167,-0.753,0.034,-0.031,-0.001,-0.067,0.230,-0.790,-0.061,-0.017,0.000,0.000,21.727,10.804,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
-0.265,-0.140,-0.712,0.033,-0.026,0.001,-0.019,0.260,-0.833,-0.063,-0.024,-0.000,0.000,21.763,10.804,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
-0.217,-0.167,-0.564,0.035,-0.029,0.001,-0.065,0.263,-0.649,-0.061,-0.027,-0.000,0.000,21.662,10.914,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
-0.194,-0.211,-0.641,0.032,-0.019,-0.001,-0.019,0.258,-0.794,-0.064,-0.016,-0.000,0.000,21.776,10.804,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
-0.216,-0.112,-0.418,0.032,-0.030,-0.000,-0.021,0.262,-0.645,-0.056,-0.028,-0.000,0.000,21.672,11.933,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
-0.142,-0.124,-0.535,0.024,-0.040,-0.006,-0.074,0.233,-0.633,-0.045,-0.029,0.003,0.000,21.744,10.804,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
-0.145,-0.156,-0.527,0.026,-0.022,-0.000,0.042,0.185,-0.667,-0.045,-0.017,0.000,0.000,21.760,10.804,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
-0.120,-0.164,-0.420,0.035,-0.042,-0.001,-0.135,0.223,-0.647,-0.058,-0.028,-0.000,0.000,21.698,12.612,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
-0.216,-0.086,-0.308,0.031,-0.024,-0.001,-0.093,0.246,-0.639,-0.053,-0.016,-0.001,0.000,21.757,16.857,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
-0.193,-0.152,-0.503,0.036,-0.029,-0.005,-0.094,0.218,-0.598,-0.049,-0.016,-0.000,0.000,21.688,12.272,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
-0.193,-0.179,-0.750,0.035,-0.037,0.001,-0.089,0.250,-0.759,-0.060,-0.033,0.001,0.000,21.919,11.593,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
-0.169,-0.140,-0.569,0.031,-0.028,-0.002,-0.047,0.242,-0.711,-0.056,-0.015,0.001,0.000,21.714,13.461,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
-0.171,-0.087,-0.638,0.032,-0.022,0.001,-0.001,0.212,-0.709,-0.056,-0.015,0.002,0.000,21.750,12.272,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
-0.239,-0.125,-0.492,0.029,-0.033,-0.001,-0.070,0.289,-0.714,-0.054,-0.026,0.001,0.000,21.776,10.804,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
-0.169,-0.141,-0.379,0.029,-0.025,0.001,-0.002,0.273,-0.674,-0.050,-0.014,-0.002,0.000,21.789,11.084,0.000
